camis,dba,boro,street,zipcode,cuisine_description
50065558,MAISON KAYSER,MANHATTAN,5TH AVE,10018,French
50058953,DOMINO'S,MANHATTAN,AMSTERDAM AVE,10032,Pizza
50012945,Ice Cream Scoops,STATEN ISLAND,RICHMOND AVENUE,10314,"Ice Cream, Gelato, Yogurt, Ices"
50076128,BAGEL CHIEF,BROOKLYN,BATH AVE,11214,Delicatessen
41627133,CHINA WOK,BRONX,BOSTON ROAD,10469,Chinese
50039989,AUNTIE GUAN'S KITCHEN,MANHATTAN,E 23RD ST,10010,Chinese
50070730,591 CHICKEN CUTLET,QUEENS,ROOSEVELT AVE,11354,Chinese
50073758,ANYWAY CAFE,MANHATTAN,BROOME ST,10013,French
40401671,WATER FRONT ALE HOUSE,MANHATTAN,2 AVENUE,10016,American
41379821,MCDONALD'S,BRONX,EASTCHESTER ROAD,10461,Hamburgers
50070788,CHINA CITY,BROOKLYN,SARATOGA AVE,11212,Chinese
41706329,A SAFFRON THREAD,MANHATTAN,CHAMBERS STREET,10007,Indian
50054839,MAISON KAYSER,MANHATTAN,BROADWAY,10003,Bakery
41254287,VINTAGE 61,MANHATTAN,PECK SLIP,10038,French
50045660,DOMINO'S,BROOKLYN,ROCKAWAY PKWY,11236,Pizza
41649154,LA COCINA II RESTAURANT,BROOKLYN,MOORE STREET,11206,Spanish
50014104,DELI AND PIZZA,BROOKLYN,AVENUE Z,11223,American
50018884,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,AUSTIN ST,11375,Donuts
40524837,JIMMY RYAN'S,BRONX,MIDDLETOWN ROAD,10461,American
41708467,OLD WAH YOAN KITCHEN,BRONX,EAST TREMONT AVENUE,10465,Chinese
50003258,DURDEN,MANHATTAN,2ND AVE,10003,American
41398751,DENIZE'S CREOLE CORNER,BROOKLYN,CHURCH AVENUE,11226,Caribbean
41302020,PAMPAS ARGENTINAS,QUEENS,METROPOLITAN AVENUE,11375,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41468049,AU BON PAIN,MANHATTAN,ROCKEFELLER PLAZA,10112,Sandwiches/Salads/Mixed Buffet
50085108,MJ SMITH FOOD & SPIRITS,MANHATTAN,E 45TH ST,10017,American
40401453,JAKE'S DILEMMA,MANHATTAN,AMSTERDAM AVENUE,10024,American
41036247,DUNKIN' DONUTS,STATEN ISLAND,ARTHUR KILL ROAD,10308,Donuts
41717445,HOLY SCHNITZEL,BROOKLYN,AVENUE U,11223,Jewish/Kosher
50016826,JUQUILA MEXICAN CUISINE,QUEENS,83RD ST,11373,Spanish
50053586,NEW TASTE TO GO,BROOKLYN,86TH ST,11214,Chinese
40365075,MCSORLEY'S OLD ALE HOUSE,MANHATTAN,EAST    7 STREET,10003,Irish
41333637,DOWNS RIVER RESTAURANT,BROOKLYN,STANLEY AVENUE,11207,Caribbean
50066222,COFFEE BAR,MANHATTAN,LIBERTY ST,10280,Caf̩/Coffee/Tea
41158108,NICK'S GOURMET DELI,BRONX,DITMARS BOULEVARD,,American
40398138,PADDY QUINNS,QUEENS,162 STREET,11358,American
41353418,DUNKIN' DONUTS,MANHATTAN,5 AVENUE,10103,Donuts
41366593,CARACAS AREPA BAR,BROOKLYN,GRAND STREET,11211,Spanish
41482120,LOTUS LUCKY EXPRESS,MANHATTAN,BROADWAY,10034,Chinese
41708320,CATSKILL BAGEL CO.,BROOKLYN,CORTELYOU ROAD,11226,Bagels/Pretzels
41568107,TAPPO,MANHATTAN,WEST   24 STREET,10010,Pizza/Italian
41396652,STAND 224,BRONX,EAST  161 STREET,10451,American
41594882,LA NOSTRA PIZZERIA,MANHATTAN,2 AVENUE,10029,Pizza
50044248,678 DELI,QUEENS,VAN WYCK EXPY,11418,Delicatessen
50084584,ST TROPEZ,MANHATTAN,SPRING ST,10012,Other
40391350,VACCARO'S PIZZERIA & TRATTORIA,QUEENS,LITTLE NECK PARKWAY,11001,Pizza/Italian
50060281,BOULIS CAFE,QUEENS,31ST AVE,11106,Bakery
41552525,MELTING POT CUISINE,QUEENS,VERNON BOULEVARD,11106,Caribbean
50018858,NOREETUH,MANHATTAN,1ST AVE,10009,American
50088582,SABOR HISPANO,QUEENS,103RD ST,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50052331,SPOON TABLE & BAR,MANHATTAN,E 33RD ST,10016,American
50085477,DEVON,MANHATTAN,BROOME ST,10002,American
50054609,CHINA WOK III,BRONX,WEBSTER AVE,10458,Chinese
50057708,HIMALAYA RESTAURANT,QUEENS,BROADWAY,11373,Asian
40944872,40/40 CLUB,MANHATTAN,WEST   25 STREET,10010,American
50078153,FRESH TWIST,STATEN ISLAND,NEW DORP LN,10306,Soups & Sandwiches
40367240,CHARLIES SPORTS BAR,QUEENS,60TH ST. - STORE,,"Bottled beverages, including water, sodas, juices, etc."
41597722,GOOD KITCHEN SEAFOOD RESTAURANT,QUEENS,37 AVENUE,11354,Chinese
50048540,LA COLOMBE,MANHATTAN,PRINCE ST,10012,Caf̩/Coffee/Tea
50061190,METLIFE COFFEE BAR,MANHATTAN,PARK AVE,10017,Caf̩/Coffee/Tea
50056234,DELICIAS TROPICAL,QUEENS,37TH AVE,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50056785,MY COOKING PARTY,MANHATTAN,W 29TH ST,10001,American
50006479,SILVER RICE,BROOKLYN,PARK PL,11238,Japanese
50079434,CLINTON HALL,MANHATTAN,E 51ST ST,10022,American
50070024,EL SAN JUAN,MANHATTAN,5TH AVE,10035,Spanish
50018668,SVL BAR,QUEENS,ASTORIA BLVD,11102,Greek
50064616,EIGHT TURN CREPE  (DEKALB MARKET),BROOKLYN,ALBEE SQUARE WEST,11201,Sandwiches
50071793,,BROOKLYN,KNICKERBOCKER AVE,11207,Other
50075522,IRIE SPICE JAMAICAN RESTAURANT & BAKERY,BROOKLYN,PITKIN AVE,11212,Caribbean
50055645,AMERICAN NEW YORK BAGEL,QUEENS,NORTHERN BLVD,11372,Bagels/Pretzels
50045624,GRANDMA'S HOUSE,BROOKLYN,ATLANTIC AVE,11217,American
50063920,NUAN XIN FAN TUAN,BROOKLYN,8TH AVE,11220,Chinese
41568417,ROMANOS FAMOUS PIZZA,QUEENS,BROADWAY,11106,Greek
41622930,DUN-WELL DOUGHNUTS,BROOKLYN,MONTROSE AVENUE,11206,Donuts
50066319,ASTORIA PROVISIONS,QUEENS,ASTORIA BLVD,11102,American
41692596,SPICE,QUEENS,VERNON BOULEVARD,11101,Thai
50089890,PRET A MANGER (USA) LIMITED,BROOKLYN,METROTECH CTR,11201,Other
50005327,LEA,BROOKLYN,CORTELYOU RD,11218,Italian
41706992,RED MANGO,QUEENS,QUEENS BOULEVARD,11375,"Ice Cream, Gelato, Yogurt, Ices"
50083647,787 COFFEE,MANHATTAN,E 7TH ST,10009,Caf̩/Coffee/Tea
41558805,BANTER,BROOKLYN,HAVEMEYER STREET,11211,American
40576044,CIPRIANI DOWNTOWN RESTAURANT,MANHATTAN,WEST BROADWAY,10012,Italian
40927789,THE BAYHOUSE,QUEENS,BAYSIDE DRIVE,11697,American
41423142,NEW YORK LAW SCHOOL,MANHATTAN,WEST BROADWAY,10013,American
50056753,UPSIDE CRAFT BURGERS,BROOKLYN,18TH AVE,11218,Jewish/Kosher
50038805,CROWN FRIED CHICKEN,BROOKLYN,PENNSYLVANIA AVE,11207,American
41204498,IL SAPORE ITALIANO PIZZERIA,QUEENS,DOUGLASTON PARKWAY,11363,Pizza/Italian
41706664,EASTWOOD,MANHATTAN,CLINTON STREET,10002,Middle Eastern
50056849,MAUI ONION,MANHATTAN,W 26TH ST,10010,Hawaiian
50054099,STARBUCKS COFFEE,MANHATTAN,WAVERLY PL,10003,Caf̩/Coffee/Tea
41488028,APPLEBEE'S,BROOKLYN,FLATBUSH AVENUE,11217,American
50002636,STARBUCKS,BROOKLYN,KINGS HIGHWAY,11229,Caf̩/Coffee/Tea
50063143,PRINCESA BAKERY & RESTAURANT,BROOKLYN,GRAHAM AVE,11206,Spanish
41643074,CASA ENRIQUE,QUEENS,49 AVENUE,11101,Mexican
50088663,GOLD BEAR,MANHATTAN,PARK AVE S,10016,American
41614411,ASIAM THAI CUISINE,MANHATTAN,FIRST AVENUE,10003,Thai
41721324,STARBUCKS,MANHATTAN,LEXINGTON AVENUE,10065,American
50051643,PELS PIE CO,BROOKLYN,ROGERS AVE,11225,Caf̩/Coffee/Tea
41503136,THE HILLS RESTAURANT AND BAR,BROOKLYN,CHURCH AVENUE,11203,Caribbean
50017189,THE SQUARE ON ANNADALE,STATEN ISLAND,ANNADALE RD,10312,Pizza
50074677,SAKE JAPANESE CUISINE,BROOKLYN,CHURCH AVE,11218,Japanese
50001867,SOCIETE GENERAL,MANHATTAN,PARK AVE,10167,American
41514254,ELIM DELI CAFE,MANHATTAN,LEXINGTON AVENUE,10065,Delicatessen
41394039,NEW GARDEN RESTAURANT,BROOKLYN,NOSTRAND AVENUE,11225,Chinese
50001622,EARL'S BEER & CHEESE,MANHATTAN,PARK AVE,10029,American
41507617,MR. TANG,BROOKLYN,3 AVENUE,11209,Chinese
40391284,BAR ASSOCIATION OF THE CITY OF NY KITCHEN,MANHATTAN,WEST   44 STREET,10036,American
50066387,NEW TEXAS FRIED CHICKEN,BROOKLYN,WILSON AVE,11207,American
50054760,OLD LUO YANG,QUEENS,ROOSEVELT AVE,11354,Chinese
50047590,STUDIO TEN,BROOKLYN,NOSTRAND AVE,11216,Caribbean
41573992,KAIA WINE BAR,MANHATTAN,3 AVENUE,10128,African
50067128,DEMITASSE COFFEE & TEA,MANHATTAN,COLUMBUS AVE,10025,Caf̩/Coffee/Tea
41500642,BOB BAR,MANHATTAN,ELDRIDGE STREET,10002,American
50009143,ANATOLIAN GYRO RESTAURANT,BROOKLYN,E 16TH ST,11235,Turkish
41195033,SARKU JAPAN,QUEENS,QUEENS BOULEVARD,11373,Japanese
50085629,HAENYEO,BROOKLYN,5TH AVE,11215,Korean
50072826,EL KAYAM COFFEE HOOKAH LOUNGE,QUEENS,STEINWAY ST,11103,Caf̩/Coffee/Tea
41644201,CAFE MARGOT PATISSERIE,MANHATTAN,BROADWAY,10023,Bakery
41418789,THE ORIGINAL EMILIO'S PIZZA,BRONX,EAST TREMONT AVENUE,10465,Pizza
50088718,Jacks Stir Brew Coffee,MANHATTAN,W 33RD ST,10001,Caf̩/Coffee/Tea
50000154,QUETZALITO RESTAURANT,BROOKLYN,MCDONALD AVE,11230,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
40594203,LA GOURMET,MANHATTAN,EAST   58 STREET,10022,Californian
50082564,RH F&B MEATPACKING,MANHATTAN,9TH AVE,10014,American
41668500,SUNSHINE RESTAURANT,QUEENS,HILLSIDE AVENUE,11004,Indian
50044908,CHIVE BLOSSOM,BROOKLYN,BEDFORD AVE,11249,Asian
41276645,ECUATORIANA RESTAURANT,MANHATTAN,AMSTERDAM AVENUE,,Spanish
41285411,MIKE'S CAFETERIA,BROOKLYN,MCDONALD AVENUE,11223,American
41689402,KARE THAI,MANHATTAN,10 AVENUE,10019,Thai
41544554,U LIKE CHINESE RESTAURANT,BROOKLYN,MARCY AVENUE,11206,Chinese
50000355,ROSE VALLEY CAKES,QUEENS,LIBERTY AVENUE,11419,Bakery
50087534,COMFORT INN & SUITES,QUEENS,MAURICE AVE,11378,American
50034303,RED MOUNTAIN NOODLE HOUSE,QUEENS,KISSENA BLVD,11355,Chinese
50055588,SWEET MAY'S BAKERY,QUEENS,LIBERTY AVE,11417,Bakery
50052185,REGGIANO'S BRICK OVEN PIZZA,STATEN ISLAND,VETERANS RD W,10309,Pizza/Italian
50050247,METROGRAPH,MANHATTAN,LUDLOW ST,10002,American
50068060,TASTE OF PUNJAB,QUEENS,VAN WYCK EXPY,11419,Indian
50055077,PUBLIQUE ESPRESSO,MANHATTAN,W 118TH ST,10027,American
50065189,NORTH COAST SHARK AND BAKE,BROOKLYN,SCHENECTADY AVE,11203,Caribbean
41702078,SAKURA TOKYO II,BROOKLYN,MYRTLE AVENUE,11205,Japanese
40402231,THE TRIPLE CROWN,MANHATTAN,7 AVENUE,10001,Irish
50000171,CROWN PALACE,STATEN ISLAND,FOREST AVE,10302,Chinese
41659905,TWIST IT TOP IT FROZEN YOGURT,QUEENS,CROSSBAY BOULEVARD,11414,"Ice Cream, Gelato, Yogurt, Ices"
50034061,DI DI RESTAURANT,BROOKLYN,NOSTRAND AVE,11210,Chinese
41646486,THE BURGER BISTRO,BROOKLYN,5 AVENUE,11217,American
50010546,DIRTY FRENCH,MANHATTAN,LUDLOW ST,10002,French
50087978,Empire Gyro,MANHATTAN,ALLEN ST,10002,Mediterranean
50044630,HOT DOG CONCESSION/GARDEN MARKET,MANHATTAN,PENN PLZ,10121,American
41698540,LA 90 BAKERY,QUEENS,90 STREET,11372,Spanish
50049020,PINKBERRY,MANHATTAN,BROADWAY,10023,"Ice Cream, Gelato, Yogurt, Ices"
50080230,BLUESTONE LANE,MANHATTAN,AMSTERDAM AVE,10024,Australian
50075887,BOXERS NYC,MANHATTAN,3RD AVE,10128,American
50060766,AREPPAS,MANHATTAN,3RD AVE,10022,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50018721,NEW NATURAL RESTAURANT,BROOKLYN,SAINT JOHNS PL,11213,Chinese
40955649,KOBRICK COFFEE CO.,MANHATTAN,9 AVENUE,10014,"Bottled beverages, including water, sodas, juices, etc."
50011461,LUVUMS TROPICAL ICES,BROOKLYN,7TH AVE,11220,"Ice Cream, Gelato, Yogurt, Ices"
50000973,LULA BAGEL,BROOKLYN,NOSTRAND AVE,11216,Caf̩/Coffee/Tea
41382951,CORONA GYRO,QUEENS,104 STREET,11368,Middle Eastern
50054311,BETTER GOURMET HEALTH KITCHEN,BRONX,MORRIS PARK AVE,10461,American
50079030,AGAINST THE GRAIN,MANHATTAN,E 6TH ST,10009,Japanese
40737436,BAR VELOCE,MANHATTAN,SECOND AVENUE,10003,Italian
41328863,KROLEWSKIE JADLO,QUEENS,FRESH POND ROAD,11385,Polish
50047078,POKE FRESH SUSHI,MANHATTAN,YORK AVE,10028,Chinese/Japanese
50059006,GLAZE TERIYAKI,BROOKLYN,N 4TH ST,11211,Japanese
40378035,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,HORACE HARDING EXPRESSWAY,11367,Donuts
50045971,GT KINGSTON RESTAURANT & BAR,QUEENS,LEFFERTS BLVD,11420,Caribbean
50037963,GUARO DOMINICAN RESTAURANT,QUEENS,37TH AVE,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50051745,ORCHARD BEACH SNACK BAR SECTION 5,BRONX,ORCHARD BEACH RD,10464,Caf̩/Coffee/Tea
50063326,CHALAIT,MANHATTAN,HUDSON ST,10014,Caf̩/Coffee/Tea
41652878,BROOKLYN KOLACHE CO,BROOKLYN,DEKALB AVENUE,11205,Caf̩/Coffee/Tea
50017930,ACTS III BAGELS,MANHATTAN,W 135TH ST,10030,Bagels/Pretzels
50015967,L.A. Pizzeria,QUEENS,JACKSON AVE,11101,Pizza
41591488,ACQUA RESTAURANT,MANHATTAN,PECK SLIP,,Italian
41391456,THE WRIGHT/CAFE AT THE GUGGENHEIM,MANHATTAN,5 AVENUE,10128,American
50068097,CRISP & CRUNCH KENNEDY FRIED CHICKEN,BROOKLYN,FLATBUSH AVE,11226,Chicken
41152741,BEACH CAFE,MANHATTAN,2 AVENUE,10021,American
50059894,NEW HAWAII II,BRONX,E TREMONT AVE,10465,Chinese
41100958,CREPERIE,MANHATTAN,LUDLOW STREET,10002,French
50058968,NANA RAMEN,BROOKLYN,MALCOLM X BLVD,11233,Asian
50051729,NEW YORK YUMMY TACO,BROOKLYN,CHURCH AVE,11218,Mexican
50018555,CARVEL ICE CREAM,QUEENS,BEACH 116TH ST,11694,"Ice Cream, Gelato, Yogurt, Ices"
50076587,GOGI GRILL,MANHATTAN,6TH AVE,10011,Korean
41644006,FULL CIRCLE BAR,BROOKLYN,GRAND STREET,11211,American
41224932,HALE & HEARTY SOUP,MANHATTAN,8 AVENUE,10019,Soups & Sandwiches
50074566,ASIA GRILL,BRONX,GRAND CONCOURSE,10451,Chinese
41376871,CIAO FOR NOW,MANHATTAN,EAST   12 STREET,10009,Caf̩/Coffee/Tea
40969851,ANGELO & AL'S PIZZERIA,QUEENS,FRESH MEADOWS LANE,,Pizza/Italian
50066065,LAND OF PLENTY,MANHATTAN,E 58TH ST,10022,Chinese
41709897,DAY 5,BROOKLYN,CONEY ISLAND AVENUE,11230,Jewish/Kosher
41076270,CITY PERK,MANHATTAN,PENN PLAZA,10001,Caf̩/Coffee/Tea
41494135,LE PAIN QUOTiDIEN,MANHATTAN,WEST   69 STREET,10023,Sandwiches
50058131,THAI BKK,MANHATTAN,LEXINGTON AVE,10035,Thai
50069033,LADYBIRD,MANHATTAN,E 7TH ST,10009,Vegetarian
41717113,CHEN GARDEN,QUEENS,NORTHERN BOULEVARD,11372,Chinese
50075049,FREEHAND NEW YORK,MANHATTAN,LEXINGTON AVE,10010,Tapas
50072182,DOUBLE CRISPY BAKERY I,MANHATTAN,GRAND ST,10013,Chinese
50033039,STARBUCKS,MANHATTAN,NEW YORK PLZ,10004,Caf̩/Coffee/Tea
40363834,CARVEL ICE CREAM,STATEN ISLAND,HYLAN BOULEVARD,10305,"Ice Cream, Gelato, Yogurt, Ices"
41375359,SIENA,BROOKLYN,KINGS HIGHWAY,11223,Jewish/Kosher
40400453,CAFE EIGHTY TWO,MANHATTAN,BROADWAY,10024,American
50045193,THE BREAD FACTORY CAFE,MANHATTAN,7TH AVE,10018,American
50002277,VIEN NYC,MANHATTAN,VARICK STREET,10014,Asian
50072453,AMBER SUSHI I,MANHATTAN,3RD AVE,10075,Asian
41426289,GEORGINA RESTAURANT,BRONX,EAST 163 STREET,10459,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50061530,EL VIEJO JHONS RESTAURANT,BROOKLYN,5TH AVE,11220,Mexican
50046238,DARDANIA QEBABTORE EUROPE AND GRILL,BRONX,MACE AVE,10469,Eastern European
40958613,CITY DINER,MANHATTAN,BROADWAY,10024,American
50053053,DEVON & BLAKELY,MANHATTAN,GREENWICH ST,10007,American
41603616,SPICE,BROOKLYN,7 AVENUE,11217,Thai
50033999,SUBWAY,BROOKLYN,4TH AVE,11209,Sandwiches/Salads/Mixed Buffet
50046323,VINNIE'S PIZZERIA,MANHATTAN,2ND AVE,10028,Pizza
40367481,THE ASSEMBLY BAR,QUEENS,COOPER AVENUE,11385,American
40392285,CHARLIE'S CORNER RESTAURANT & DELI,BROOKLYN,PARK AVENUE,11205,Spanish
50074809,MOONSTRUCK EATERY,MANHATTAN,E 58TH ST,10022,American
40399817,NOVITA,MANHATTAN,EAST   22 STREET,10010,Italian
50008477,ROAST KITCHEN,MANHATTAN,7TH AVE,10019,American
40424488,RENATO'S PASTRY SHOP,STATEN ISLAND,FOREST AVENUE,10302,Bakery
41317177,SOCCER TAVERN,BROOKLYN,8 AVENUE,11220,Irish
41029337,WENDY'S,STATEN ISLAND,FOREST AVENUE,10303,Hamburgers
50015213,PRINCE DESSERT AND TEA ROOM,QUEENS,PRINCE ST,11354,Caf̩/Coffee/Tea
50009907,VIVI BUBBLE TEA,BROOKLYN,BAY PKWY,11204,Caf̩/Coffee/Tea
50019020,AZUKI,MANHATTAN,8TH AVE,10036,Asian
50003218,RAVAGH PERSIAN GRILL,MANHATTAN,1ST AVE #127,10003,Iranian
41505456,DAY BREAK CAFE RESTAURANT,QUEENS,34 AVENUE,11101,American
50037627,B & Y CATERING (Jewish Community Center),STATEN ISLAND,MANOR RD,10314,Jewish/Kosher
50080712,STUMPTOWN COFFEE,BROOKLYN,PACIFIC ST,11201,Caf̩/Coffee/Tea
40585102,NEW CAPITAL RESTAURANT,BRONX,WEST KINGSBRIDGE ROAD,10468,American
50058232,WARMA CAFE,BROOKLYN,LORIMER ST,11206,Mexican
50066463,Cafe 53,MANHATTAN,AVE OF TH AMER,,American
41471288,THAT SUSHI SPOT,BROOKLYN,NOSTRAND AVENUE,11210,Jewish/Kosher
41208965,NIRVANA,BROOKLYN,CONEY ISLAND AVENUE,11223,Middle Eastern
41516309,GREAT WALL KITCHEN,BRONX,PROSPECT AVENUE,10459,Chinese
50075196,SMASHBURGER,BROOKLYN,DEKALB AVE,11201,American
50071968,REBAR BY THE BRIDGE,QUEENS,150TH ST,11357,American
41177205,TONIC EAST,MANHATTAN,3 AVENUE,10016,American
50045454,LITTLE CAESARS,BROOKLYN,BROADWAY,11221,Pizza
50005480,HUDSON MALONE,MANHATTAN,E 53RD ST,10022,American
41639035,LONG RIVER CHINESE RESTAURANT,QUEENS,88th st,11416,Chinese
50087404,BILLY'S BAKERY,MANHATTAN,COLUMBUS AVE,10024,Bakery
40884395,CARLOW EAST,MANHATTAN,LEXINGTON AVENUE,10028,American
50058201,New Yorkers Pizza,MANHATTAN,3RD AVE,10035,Pizza/Italian
41659167,CROWN PALACE RESTAURANT,STATEN ISLAND,NEW DORP LANE,10306,Chinese
50041697,SHAKESPEARE & CO,MANHATTAN,LEXINGTON AVE,10065,Caf̩/Coffee/Tea
41533970,DUNKIN' DONUTS,BRONX,GRAND CONCOURSE ROAD,10458,American
50073604,DELHI MASALA EXPRESS,MANHATTAN,BROADWAY,10032,Indian
41647370,BAHARY FISH MARKET,BROOKLYN,BAY RIDGE AVENUE,11220,Mediterranean
50075448,LITTLE COLLINS,MANHATTAN,LEXINGTON AVE,10022,Australian
50057493,CHINA WOK,BRONX,E TREMONT AVE,10465,Chinese
50069499,TAQUERIA DIANA,MANHATTAN,CLINTON ST,10002,Mexican
41360076,DIG INN SEASONAL MARKET,MANHATTAN,WEST   55 STREET,10019,American
50059960,CLAY,MANHATTAN,MANHATTAN AVE,10027,American
50083798,WOORI KOREAN RESTAURANT,QUEENS,39TH AVE,11354,Korean
50081668,BLUE MOUNTAIN HEIGHTS CAFE & BAR,MANHATTAN,W 158TH ST,10032,Caribbean
41195053,JAMAICA FISH MARKET,QUEENS,VAN WYCK EXPRESSWAY,11418,Seafood
50047125,OAXACA TAQUERIA,MANHATTAN,1ST AVE,10065,Mexican
50046100,LIN'S LUCKY RESTAURANT,BROOKLYN,18TH AVE,11218,Chinese
50018578,CLOVE INDIAN RESTAURANT BAR,MANHATTAN,AMSTERDAM AVE,10031,Indian
50053554,NICKY'S VIETNAMESE SANDWICHES,BROOKLYN,LORIMER ST,11211,Vietnamese/Cambodian/Malaysia
41385943,CHINA HOUSE RESTAURANT,BRONX,EAST  138 STREET,10454,Chinese
50042514,GREEN ZENPHONY VEGETARIAN CUISINE,QUEENS,QUEENS BLVD,11374,Vegetarian
50001110,OOTOYA,MANHATTAN,W 41ST ST,10036,Japanese
40995117,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,BRONX,WHITE PLAINS ROAD,10470,Caribbean
50047433,PUSH FITNESS CLUB,QUEENS,UNION TPKE,11366,American
50063504,VINTAGE,QUEENS,DITMARS BLVD,11105,American
50067631,CURRY-YA,MANHATTAN,2ND AVE,10017,Japanese
40379628,HASAKI RESTAURANT,MANHATTAN,EAST 9 TH STREET,,Japanese
41652427,IMMACULEE BAKERY & RESTAURANT,BROOKLYN,NOSTRAND AVENUE,11225,Creole
50055913,TIVOLI CAFE,MANHATTAN,3RD AVE,10010,American
41710746,BURGERFI,MANHATTAN,EAST   82 STREET,10028,Hamburgers
50087197,EIGHTYNINTY TAIWANESE FOOD,QUEENS,COLLEGE POINT BLVD,11356,Asian
50000392,CHEERS THAI RESTAURANT,BROOKLYN,METROPOLITAN AVE,11211,Thai
50066848,MCDONALD'S,BRONX,W MOUNT EDEN AVE,10452,Hamburgers
41720257,CROWN FRIED CHICKEN,BRONX,EAST  174 STREET,10472,Chicken
41579178,BROOKLYN CUPCAKE,BROOKLYN,UNION AVENUE,11211,Bakery
50072346,GUANTANAMERA,QUEENS,QUEENS BLVD,11375,Spanish
40552965,GROUND LEVEL  PUB & GRUB,STATEN ISLAND,POST AVENUE,10302,American
41643314,CIBO  EXPRESS  GOURMET MARKET,QUEENS,JFK AIRPORT,11430,American
50040406,DOUGH,MANHATTAN,PARK AVE,10169,Donuts
40862619,MORETTI BAKERY,STATEN ISLAND,FOREST AVENUE,10310,Bakery
50067025,KINGS BREW,BROOKLYN,ORIENTAL BLVD,11235,Caf̩/Coffee/Tea
50069545,TUNG TUNG RESTAURANT INC,BROOKLYN,18TH AVE,11204,Chinese
41626556,STK,MANHATTAN,AVENUE OF THE AMERICAS,10036,Steak
41475669,KING WOK KITCHEN,QUEENS,ASCAN AVENUE,11375,Chinese
50017001,KENNEDY FRIED CHICKEN,BRONX,E 169TH ST,10456,Chicken
50087565,GOURMET PARK,MANHATTAN,E 60TH ST,10022,Other
50055243,THAI VILLA,MANHATTAN,E 19TH ST,10003,Thai
40576333,NEW YORK UNIVERSITY - SNOW DINING,MANHATTAN,WASHINGTON SQUARE SOUTH,10012,American
41522082,LINCOLN RISTORANTE,MANHATTAN,WEST   65 STREET,10023,Italian
40369213,WHITESTONE LANES,QUEENS,WHITESTONE EXPRESSWAY,11354,American
41241023,234 CHINA CITY,BROOKLYN,KINGS HIGHWAY,11223,Chinese
50045820,MIGHTY BOWL,MANHATTAN,MACDOUGAL ST,10012,Asian
41677480,FUSION HK BAR-GRILL,MANHATTAN,10 AVENUE,10019,Mexican
50008350,BARTOLINO'S FINE ITALIAN PIZZA,QUEENS,BROADWAY,11106,Pizza/Italian
41564856,MASHALLAH SWEETS AND RESTAURANT,BROOKLYN,CONEY ISLAND AVENUE,11218,Pakistani
41569081,VIDAELVA,BRONX,CROSS BRONX EXPRESSWAY,10472,Mexican
40386556,WESTSIDE RESTAURANT,MANHATTAN,BROADWAY,10023,American
50074978,KENNEDY CHICKEN & PIZZA,BRONX,CROSS BRONX EXPY,10472,Chicken
41722495,JERUSALEM PITA HOT,QUEENS,30 AVENUE,11102,Mediterranean
50046212,FLIPSIGI,MANHATTAN,HUDSON ST,10014,Filipino
50001228,MOTORINO PIZZERIA,BROOKLYN,BROADWAY,11211,Pizza/Italian
50082369,VIVI BUBBLE TEA,BROOKLYN,5TH AVE,11209,Caf̩/Coffee/Tea
50060971,KATCH,QUEENS,NEWTOWN AVE,11102,American
40715365,STARBUCKS,QUEENS,CROSS BAY BOULEVARD,11414,Caf̩/Coffee/Tea
41543826,UMBERTO'S CLAM HOUSE,MANHATTAN,MULBERRY STREET,10013,Italian
41473636,HECHO EN DUMBO,MANHATTAN,BOWERY,10012,Mexican
50043112,ZUCCHERO E POMODORI,MANHATTAN,2ND AVE,10021,Italian
41646919,LA PERRADA DE CHALO,QUEENS,NORTHERN BOULEVARD,11372,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41283191,KARCZMA,BROOKLYN,GREENPOINT AVENUE,11222,Polish
41038085,SHAKE SHACK,MANHATTAN,MADISON SQUARE PARK,10010,Hamburgers
50080429,PITAYA JUICE BAR,MANHATTAN,SHERMAN AVE,10034,Caf̩/Coffee/Tea
40803550,BAKER STREET PUB,MANHATTAN,1 AVENUE,10065,American
40423976,O.B'S BAKERY,QUEENS,BAISLEY BOULEVARD,11434,Bakery
41279957,LELABAR,MANHATTAN,HUDSON STREET,10014,American
40400086,GIARDINO RISTORANTE,QUEENS,DOUGLASTON PARKWAY,11363,Italian
40587720,STARBUCKS (#07353),MANHATTAN,PENN PLAZA,10119,Caf̩/Coffee/Tea
50088876,WOKS CHINESE CUISINE,QUEENS,37TH AVE,11372,Other
41700207,IVY,MANHATTAN,8 AVENUE,10019,American
50072390,FALAFAPITA,BROOKLYN,AVENUE U,11229,Jewish/Kosher
